歌曲id,曲名,分类,难度标签,定数,类别
218,Terminal Storm,其他游戏,7+,7.8,SD
218,Terminal Storm,其他游戏,11+,11.6,SD
218,Terminal Storm,其他游戏,13,13.4,SD
219,記憶、記録,舞萌,4,4.0,SD
219,記憶、記録,舞萌,9,9.2,SD
219,記憶、記録,舞萌,11,11.2,SD
219,記憶、記録,舞萌,13+,13.6,SD
219,記憶、記録,舞萌,14,14.3,SD
220,セガサターン起動音[H.][Remix],其他游戏,2,2.0,SD
220,セガサターン起動音[H.][Remix],其他游戏,7,7.1,SD
220,セガサターン起動音[H.][Remix],其他游戏,11,11.1,SD
220,セガサターン起動音[H.][Remix],其他游戏,12+,12.8,SD
223,夜咄ディセイブ,niconico & VOCALOID,5,5.0,SD
223,夜咄ディセイブ,niconico & VOCALOID,8+,8.6,SD
223,夜咄ディセイブ,niconico & VOCALOID,12,12.5,SD
223,夜咄ディセイブ,niconico & VOCALOID,13+,13.8,SD
224,ウサテイ,东方Project,5,5.0,SD
224,ウサテイ,东方Project,7,7.5,SD
224,ウサテイ,东方Project,10+,10.8,SD
224,ウサテイ,东方Project,14,14.0,SD
225,sweet little sister,东方Project,4,4.0,SD
225,sweet little sister,东方Project,7,7.1,SD
225,sweet little sister,东方Project,10+,10.7,SD
225,sweet little sister,东方Project,13,13.4,SD
226,Blew Moon,舞萌,5,5.0,SD
226,Blew Moon,舞萌,9,9.2,SD
226,Blew Moon,舞萌,12,12.5,SD
226,Blew Moon,舞萌,13,13.4,SD
226,Blew Moon,舞萌,13,13.4,SD
227,Garakuta Doll Play,舞萌,6,6.0,SD
227,Garakuta Doll Play,舞萌,9,9.0,SD
227,Garakuta Doll Play,舞萌,13,13.1,SD
227,Garakuta Doll Play,舞萌,14,14.2,SD
227,Garakuta Doll Play,舞萌,14+,14.8,SD
228,Dreampainter,舞萌,4,4.0,SD
228,Dreampainter,舞萌,7+,7.8,SD
228,Dreampainter,舞萌,11,11.1,SD
228,Dreampainter,舞萌,12+,12.9,SD
229,ぐるぐるWASH！コインランドリー・ディスコ,舞萌,4,4.0,SD
229,ぐるぐるWASH！コインランドリー・ディスコ,舞萌,7,7.2,SD
229,ぐるぐるWASH！コインランドリー・ディスコ,舞萌,9+,9.8,SD
229,ぐるぐるWASH！コインランドリー・ディスコ,舞萌,12+,12.6,SD
230,CYCLES,舞萌,6,6.0,SD
230,CYCLES,舞萌,8,8.0,SD
230,CYCLES,舞萌,10+,10.8,SD
230,CYCLES,舞萌,13,13.3,SD
231,Heartbeats,舞萌,5,5.0,SD
231,Heartbeats,舞萌,8+,8.8,SD
231,Heartbeats,舞萌,11+,11.8,SD
231,Heartbeats,舞萌,13,13.2,SD
232,Life Feels Good,舞萌,5,5.0,SD
232,Life Feels Good,舞萌,8+,8.8,SD
232,Life Feels Good,舞萌,12+,12.8,SD
232,Life Feels Good,舞萌,13+,13.7,SD
233,MYTHOS,舞萌,5,5.0,SD
233,MYTHOS,舞萌,8+,8.6,SD
233,MYTHOS,舞萌,12,12.2,SD
233,MYTHOS,舞萌,14,14.4,SD
234,End of Twilight,舞萌,4,4.0,SD
234,End of Twilight,舞萌,7+,7.8,SD
234,End of Twilight,舞萌,11+,11.9,SD
234,End of Twilight,舞萌,13,13.2,SD
235,火炎地獄,舞萌,5,5.0,SD
235,火炎地獄,舞萌,9,9.0,SD
235,火炎地獄,舞萌,12+,12.6,SD
235,火炎地獄,舞萌,14,14.1,SD
236,ユビキリ,舞萌,4,4.0,SD
236,ユビキリ,舞萌,8,8.0,SD
236,ユビキリ,舞萌,11+,11.8,SD
236,ユビキリ,舞萌,13,13.3,SD
237,Pixel Voyage,舞萌,3,3.0,SD
237,Pixel Voyage,舞萌,6,6.8,SD
237,Pixel Voyage,舞萌,9+,9.7,SD
237,Pixel Voyage,舞萌,12+,12.8,SD
238,Get Happy,舞萌,4,4.0,SD
238,Get Happy,舞萌,7+,7.8,SD
238,Get Happy,舞萌,12+,12.9,SD
238,Get Happy,舞萌,13+,13.8,SD
239,System “Z”,舞萌,6,6.0,SD
239,System “Z”,舞萌,9,9.1,SD
239,System “Z”,舞萌,12+,12.8,SD
239,System “Z”,舞萌,14,14.4,SD
239,System “Z”,舞萌,14,14.0,SD
240,Beat of getting entangled,舞萌,5,5.0,SD
240,Beat of getting entangled,舞萌,8+,8.8,SD
240,Beat of getting entangled,舞萌,12+,12.8,SD
240,Beat of getting entangled,舞萌,13+,13.8,SD
240,Beat of getting entangled,舞萌,14,14.5,SD
241,Cosmic Train,舞萌,3,3.0,SD
241,Cosmic Train,舞萌,6,6.4,SD
241,Cosmic Train,舞萌,10+,10.9,SD
241,Cosmic Train,舞萌,12,12.5,SD
242,ナミダと流星,舞萌,5,5.0,SD
242,ナミダと流星,舞萌,7+,7.8,SD
242,ナミダと流星,舞萌,10+,10.8,SD
242,ナミダと流星,舞萌,12,12.5,SD
244,おても☆Yan,舞萌,4,4.0,SD
244,おても☆Yan,舞萌,6,6.8,SD
244,おても☆Yan,舞萌,10,10.5,SD
244,おても☆Yan,舞萌,12+,12.8,SD
246,maiム・maiム feat.週刊少年マガジン,舞萌,5,5.0,SD
246,maiム・maiム feat.週刊少年マガジン,舞萌,7+,7.6,SD
246,maiム・maiム feat.週刊少年マガジン,舞萌,11+,11.6,SD
246,maiム・maiム feat.週刊少年マガジン,舞萌,13,13.2,SD
247,Danza zandA,舞萌,5,5.0,SD
247,Danza zandA,舞萌,7+,7.8,SD
247,Danza zandA,舞萌,10+,10.8,SD
247,Danza zandA,舞萌,13,13.4,SD
247,Danza zandA,舞萌,13+,13.7,SD
248,Backyun! －悪い女－,舞萌,4,4.0,SD
248,Backyun! －悪い女－,舞萌,7,7.5,SD
248,Backyun! －悪い女－,舞萌,11+,11.8,SD
248,Backyun! －悪い女－,舞萌,12+,12.7,SD
248,Backyun! －悪い女－,舞萌,13,13.3,SD
251,Monochrome Rainbow,舞萌,3,3.0,SD
251,Monochrome Rainbow,舞萌,8+,8.6,SD
251,Monochrome Rainbow,舞萌,10+,10.9,SD
251,Monochrome Rainbow,舞萌,13,13.0,SD
252,みんなのマイマイマー,舞萌,4,4.0,SD
252,みんなのマイマイマー,舞萌,8+,8.6,SD
252,みんなのマイマイマー,舞萌,11,11.2,SD
252,みんなのマイマイマー,舞萌,13+,13.7,SD
252,みんなのマイマイマー,舞萌,13+,13.7,SD
253,円舞曲、君に,其他游戏,3,3.0,SD
253,円舞曲、君に,其他游戏,6,6.8,SD
253,円舞曲、君に,其他游戏,11,11.3,SD
253,円舞曲、君に,其他游戏,13,13.3,SD
254,Live & Learn,其他游戏,4,4.0,SD
254,Live & Learn,其他游戏,7+,7.6,SD
254,Live & Learn,其他游戏,11,11.3,SD
254,Live & Learn,其他游戏,13,13.3,SD
255,Burning Hearts ～炎のANGEL～,其他游戏,5,5.0,SD
255,Burning Hearts ～炎のANGEL～,其他游戏,8,8.4,SD
255,Burning Hearts ～炎のANGEL～,其他游戏,10+,10.9,SD
255,Burning Hearts ～炎のANGEL～,其他游戏,12+,12.7,SD
255,Burning Hearts ～炎のANGEL～,其他游戏,13+,13.8,SD
256,いーあるふぁんくらぶ,niconico & VOCALOID,4,4.0,SD
256,いーあるふぁんくらぶ,niconico & VOCALOID,7,7.5,SD
256,いーあるふぁんくらぶ,niconico & VOCALOID,8+,8.6,SD
256,いーあるふぁんくらぶ,niconico & VOCALOID,12,12.2,SD
256,いーあるふぁんくらぶ,niconico & VOCALOID,12+,12.7,SD
258,Nyan Cat EX,niconico & VOCALOID,5,5.0,SD
258,Nyan Cat EX,niconico & VOCALOID,7+,7.9,SD
258,Nyan Cat EX,niconico & VOCALOID,11+,11.7,SD
258,Nyan Cat EX,niconico & VOCALOID,13+,13.8,SD
259,ぽっぴっぽー,niconico & VOCALOID,4,4.0,SD
259,ぽっぴっぽー,niconico & VOCALOID,7,7.5,SD
259,ぽっぴっぽー,niconico & VOCALOID,9+,9.9,SD
259,ぽっぴっぽー,niconico & VOCALOID,13,13.3,SD
260,LUCIA,舞萌,5,5.0,SD
260,LUCIA,舞萌,7,7.5,SD
260,LUCIA,舞萌,12,12.3,SD
260,LUCIA,舞萌,13,13.2,SD
260,LUCIA,舞萌,13+,13.7,SD
261,Death Scythe,舞萌,5,5.0,SD
261,Death Scythe,舞萌,8+,8.6,SD
261,Death Scythe,舞萌,12,12.1,SD
261,Death Scythe,舞萌,13+,13.8,SD
261,Death Scythe,舞萌,14,14.2,SD
262,BREAK YOU!!,舞萌,5,5.0,SD
262,BREAK YOU!!,舞萌,7,7.2,SD
262,BREAK YOU!!,舞萌,11,11.0,SD
262,BREAK YOU!!,舞萌,13+,13.7,SD
263,JUMPIN' JUMPIN',舞萌,4,4.0,SD
263,JUMPIN' JUMPIN',舞萌,8,8.5,SD
263,JUMPIN' JUMPIN',舞萌,11+,11.7,SD
263,JUMPIN' JUMPIN',舞萌,13,13.1,SD
264,L'épilogue,舞萌,5,5.0,SD
264,L'épilogue,舞萌,8,8.2,SD
264,L'épilogue,舞萌,11+,11.7,SD
264,L'épilogue,舞萌,13+,13.7,SD
265,Save This World νMIX,其他游戏,4,4.0,SD
265,Save This World νMIX,其他游戏,8,8.1,SD
265,Save This World νMIX,其他游戏,10+,10.6,SD
265,Save This World νMIX,其他游戏,13,13.3,SD
265,Save This World νMIX,其他游戏,13,13.3,SD
266,Living Universe,其他游戏,3,3.0,SD
266,Living Universe,其他游戏,8,8.1,SD
266,Living Universe,其他游戏,10,10.0,SD
266,Living Universe,其他游戏,11+,11.8,SD
266,Living Universe,其他游戏,12+,12.6,SD
267,Ignite Infinity,其他游戏,4,4.0,SD
267,Ignite Infinity,其他游戏,7,7.2,SD
267,Ignite Infinity,其他游戏,11+,11.9,SD
267,Ignite Infinity,其他游戏,12+,12.6,SD
268,トルコ行進曲 - オワタ＼(^o^)／,niconico & VOCALOID,3,3.0,SD
268,トルコ行進曲 - オワタ＼(^o^)／,niconico & VOCALOID,7+,7.6,SD
268,トルコ行進曲 - オワタ＼(^o^)／,niconico & VOCALOID,10,10.0,SD
268,トルコ行進曲 - オワタ＼(^o^)／,niconico & VOCALOID,13+,13.8,SD
269,裏表ラバーズ,niconico & VOCALOID,6,6.0,SD
269,裏表ラバーズ,niconico & VOCALOID,8,8.2,SD
269,裏表ラバーズ,niconico & VOCALOID,12+,12.6,SD
269,裏表ラバーズ,niconico & VOCALOID,13+,13.9,SD
270,Outlaw's Lullaby,其他游戏,4,4.0,SD
270,Outlaw's Lullaby,其他游戏,8+,8.6,SD
270,Outlaw's Lullaby,其他游戏,10+,10.7,SD
270,Outlaw's Lullaby,其他游戏,14,14.0,SD
271,Brand-new Japanesque,其他游戏,3,3.0,SD
271,Brand-new Japanesque,其他游戏,8,8.4,SD
271,Brand-new Japanesque,其他游戏,10+,10.7,SD
271,Brand-new Japanesque,其他游戏,12+,12.7,SD
278,レッツゴー!陰陽師,其他游戏,2,2.0,SD
278,レッツゴー!陰陽師,其他游戏,7,7.5,SD
278,レッツゴー!陰陽師,其他游戏,9+,9.7,SD
278,レッツゴー!陰陽師,其他游戏,13,13.3,SD
281,ダブルラリアット,niconico & VOCALOID,5,5.0,SD
281,ダブルラリアット,niconico & VOCALOID,6,6.6,SD
281,ダブルラリアット,niconico & VOCALOID,10+,10.9,SD
281,ダブルラリアット,niconico & VOCALOID,13,13.2,SD
282,からくりピエロ,niconico & VOCALOID,3,3.0,SD
282,からくりピエロ,niconico & VOCALOID,6,6.6,SD
282,からくりピエロ,niconico & VOCALOID,10,10.1,SD
282,からくりピエロ,niconico & VOCALOID,12+,12.6,SD
282,からくりピエロ,niconico & VOCALOID,12+,12.8,SD
283,ネトゲ廃人シュプレヒコール,niconico & VOCALOID,5,5.0,SD
283,ネトゲ廃人シュプレヒコール,niconico & VOCALOID,7+,7.8,SD
283,ネトゲ廃人シュプレヒコール,niconico & VOCALOID,10+,10.7,SD
283,ネトゲ廃人シュプレヒコール,niconico & VOCALOID,13+,13.7,SD
285,magician's operation,niconico & VOCALOID,4,4.0,SD
285,magician's operation,niconico & VOCALOID,7+,7.9,SD
285,magician's operation,niconico & VOCALOID,11+,11.8,SD
285,magician's operation,niconico & VOCALOID,13+,13.7,SD
288,六兆年と一夜物語,niconico & VOCALOID,5,5.0,SD
288,六兆年と一夜物語,niconico & VOCALOID,7+,7.8,SD
288,六兆年と一夜物語,niconico & VOCALOID,10+,10.7,SD
288,六兆年と一夜物語,niconico & VOCALOID,13+,13.8,SD
289,みくみくにしてあげる♪【してやんよ】,niconico & VOCALOID,4,4.0,SD
289,みくみくにしてあげる♪【してやんよ】,niconico & VOCALOID,6,6.8,SD
289,みくみくにしてあげる♪【してやんよ】,niconico & VOCALOID,9,9.4,SD
289,みくみくにしてあげる♪【してやんよ】,niconico & VOCALOID,11+,11.9,SD
290,リリリリ★バーニングナイト,niconico & VOCALOID,6,6.0,SD
290,リリリリ★バーニングナイト,niconico & VOCALOID,8,8.3,SD
290,リリリリ★バーニングナイト,niconico & VOCALOID,9+,9.7,SD
290,リリリリ★バーニングナイト,niconico & VOCALOID,10+,10.9,SD
291,ハロ／ハワユ,niconico & VOCALOID,3,3.0,SD
291,ハロ／ハワユ,niconico & VOCALOID,6,6.6,SD
291,ハロ／ハワユ,niconico & VOCALOID,9,9.4,SD
291,ハロ／ハワユ,niconico & VOCALOID,12,12.0,SD
295,緋色のDance,东方Project,5,5.0,SD
295,緋色のDance,东方Project,7+,7.6,SD
295,緋色のDance,东方Project,10+,10.7,SD
295,緋色のDance,东方Project,13,13.3,SD
295,緋色のDance,东方Project,13+,13.7,SD
296,明星ロケット,东方Project,5,5.0,SD
296,明星ロケット,东方Project,7+,7.6,SD
296,明星ロケット,东方Project,10,10.0,SD
296,明星ロケット,东方Project,12,12.5,SD
296,明星ロケット,东方Project,12+,12.7,SD
297,The Great Journey,其他游戏,6,6.0,SD
297,The Great Journey,其他游戏,6,6.8,SD
297,The Great Journey,其他游戏,10,10.5,SD
297,The Great Journey,其他游戏,11+,11.9,SD
298,お嫁にしなさいっ！,东方Project,3,3.0,SD
298,お嫁にしなさいっ！,东方Project,7+,7.6,SD
298,お嫁にしなさいっ！,东方Project,10+,10.9,SD
298,お嫁にしなさいっ！,东方Project,12+,12.8,SD
299,ロストワンの号哭,niconico & VOCALOID,4,4.0,SD
299,ロストワンの号哭,niconico & VOCALOID,6,6.8,SD
299,ロストワンの号哭,niconico & VOCALOID,10+,10.8,SD
299,ロストワンの号哭,niconico & VOCALOID,13+,13.6,SD
299,ロストワンの号哭,niconico & VOCALOID,14,14.2,SD
301,患部で止まってすぐ溶ける～狂気の優曇華院,东方Project,4,4.0,SD
301,患部で止まってすぐ溶ける～狂気の優曇華院,东方Project,8,8.0,SD
301,患部で止まってすぐ溶ける～狂気の優曇華院,东方Project,10+,10.7,SD
301,患部で止まってすぐ溶ける～狂気の優曇華院,东方Project,13+,13.7,SD
301,患部で止まってすぐ溶ける～狂気の優曇華院,东方Project,14,14.0,SD
302,ケロ⑨destiny,东方Project,4,4.0,SD
302,ケロ⑨destiny,东方Project,7,7.3,SD
302,ケロ⑨destiny,东方Project,10+,10.9,SD
302,ケロ⑨destiny,东方Project,12+,12.9,SD
303,"Endless, Sleepless Night",东方Project,4,4.0,SD
303,"Endless, Sleepless Night",东方Project,8,8.3,SD
303,"Endless, Sleepless Night",东方Project,10+,10.8,SD
303,"Endless, Sleepless Night",东方Project,13,13.3,SD
305,POP STAR,流行&动漫,3,3.0,SD
305,POP STAR,流行&动漫,7,7.0,SD
305,POP STAR,流行&动漫,9+,9.6,SD
305,POP STAR,流行&动漫,11,11.4,SD
308,Back 2 Back,其他游戏,6,6.0,SD
308,Back 2 Back,其他游戏,7+,7.8,SD
308,Back 2 Back,其他游戏,10+,10.8,SD
308,Back 2 Back,其他游戏,13+,13.7,SD
309,神々の祈り,东方Project,3,3.0,SD
309,神々の祈り,东方Project,7,7.1,SD
309,神々の祈り,东方Project,9,9.3,SD
309,神々の祈り,东方Project,12+,12.7,SD
310,エピクロスの虹はもう見えない,东方Project,3,3.0,SD
310,エピクロスの虹はもう見えない,东方Project,7,7.4,SD
310,エピクロスの虹はもう見えない,东方Project,9+,9.9,SD
310,エピクロスの虹はもう見えない,东方Project,11+,11.8,SD
310,エピクロスの虹はもう見えない,东方Project,13,13.2,SD
311,シアワセうさぎ,东方Project,4,4.0,SD
311,シアワセうさぎ,东方Project,7,7.3,SD
311,シアワセうさぎ,东方Project,8+,8.8,SD
311,シアワセうさぎ,东方Project,11,11.0,SD
312,ってゐ！ ～えいえんてゐVer～,东方Project,3,3.0,SD
312,ってゐ！ ～えいえんてゐVer～,东方Project,7,7.3,SD
312,ってゐ！ ～えいえんてゐVer～,东方Project,9+,9.7,SD
312,ってゐ！ ～えいえんてゐVer～,东方Project,12,12.5,SD
312,ってゐ！ ～えいえんてゐVer～,东方Project,13,13.2,SD
313,待チ人ハ来ズ。,东方Project,3,3.0,SD
313,待チ人ハ来ズ。,东方Project,7+,7.6,SD
313,待チ人ハ来ズ。,东方Project,9+,9.8,SD
313,待チ人ハ来ズ。,东方Project,13,13.2,SD
314,Cosmic Magic Shooter,东方Project,5,5.0,SD
314,Cosmic Magic Shooter,东方Project,7+,7.8,SD
314,Cosmic Magic Shooter,东方Project,10+,10.8,SD
314,Cosmic Magic Shooter,东方Project,13+,13.9,SD
315,深海少女,niconico & VOCALOID,3,3.0,SD
315,深海少女,niconico & VOCALOID,7,7.3,SD
315,深海少女,niconico & VOCALOID,9+,9.9,SD
315,深海少女,niconico & VOCALOID,13,13.2,SD
316,M.S.S.Planet,niconico & VOCALOID,3,3.0,SD
316,M.S.S.Planet,niconico & VOCALOID,7+,7.7,SD
316,M.S.S.Planet,niconico & VOCALOID,10+,10.7,SD
316,M.S.S.Planet,niconico & VOCALOID,12+,12.6,SD
318,東方スイーツ！～鬼畜姉妹と受難メイド～,东方Project,5,5.0,SD
318,東方スイーツ！～鬼畜姉妹と受難メイド～,东方Project,7+,7.7,SD
318,東方スイーツ！～鬼畜姉妹と受難メイド～,东方Project,10+,10.7,SD
318,東方スイーツ！～鬼畜姉妹と受難メイド～,东方Project,13,13.2,SD
319,幻想のサテライト,东方Project,4,4.0,SD
319,幻想のサテライト,东方Project,8,8.1,SD
319,幻想のサテライト,东方Project,11,11.3,SD
319,幻想のサテライト,东方Project,14,14.1,SD
320,最速最高シャッターガール,东方Project,4,4.0,SD
320,最速最高シャッターガール,东方Project,8,8.2,SD
320,最速最高シャッターガール,东方Project,10+,10.9,SD
320,最速最高シャッターガール,东方Project,12+,12.6,SD
321,バラライカ,流行&动漫,3,3.0,SD
321,バラライカ,流行&动漫,7+,7.7,SD
321,バラライカ,流行&动漫,9+,9.8,SD
321,バラライカ,流行&动漫,12,12.0,SD
322,林檎華憐歌,niconico & VOCALOID,5,5.0,SD
322,林檎華憐歌,niconico & VOCALOID,7,7.4,SD
322,林檎華憐歌,niconico & VOCALOID,11,11.3,SD
322,林檎華憐歌,niconico & VOCALOID,12,12.5,SD
323,YATTA!,流行&动漫,3,3.0,SD
323,YATTA!,流行&动漫,6,6.9,SD
323,YATTA!,流行&动漫,9+,9.7,SD
323,YATTA!,流行&动漫,11+,11.7,SD
324,Jack-the-Ripper◆,其他游戏,5,5.0,SD
324,Jack-the-Ripper◆,其他游戏,9,9.0,SD
324,Jack-the-Ripper◆,其他游戏,12,12.2,SD
324,Jack-the-Ripper◆,其他游戏,14,14.1,SD
325,Windy Hill -Zone 1,其他游戏,4,4.0,SD
325,Windy Hill -Zone 1,其他游戏,8,8.3,SD
325,Windy Hill -Zone 1,其他游戏,11,11.0,SD
325,Windy Hill -Zone 1,其他游戏,13,13.4,SD
326,コトバ・カラフル,其他游戏,3,3.0,SD
326,コトバ・カラフル,其他游戏,7,7.2,SD
326,コトバ・カラフル,其他游戏,8+,8.6,SD
326,コトバ・カラフル,其他游戏,13+,13.7,SD
327,タカハせ！名人マン,舞萌,3,3.0,SD
327,タカハせ！名人マン,舞萌,7,7.5,SD
327,タカハせ！名人マン,舞萌,9+,9.8,SD
327,タカハせ！名人マン,舞萌,13,13.5,SD
328,言ノ葉カルマ,舞萌,4,4.0,SD
328,言ノ葉カルマ,舞萌,7,7.5,SD
328,言ノ葉カルマ,舞萌,10+,10.7,SD
328,言ノ葉カルマ,舞萌,13,13.4,SD
328,言ノ葉カルマ,舞萌,13,13.3,SD
329,かせげ！ジャリンコヒーロー,其他游戏,4,4.0,SD
329,かせげ！ジャリンコヒーロー,其他游戏,7+,7.6,SD
329,かせげ！ジャリンコヒーロー,其他游戏,9+,9.8,SD
329,かせげ！ジャリンコヒーロー,其他游戏,12,12.5,SD
330,キズナの物語,其他游戏,3,3.0,SD
330,キズナの物語,其他游戏,7,7.2,SD
330,キズナの物語,其他游戏,9,9.1,SD
330,キズナの物語,其他游戏,13,13.2,SD
331,Heart Beats,niconico & VOCALOID,4,4.0,SD
331,Heart Beats,niconico & VOCALOID,7,7.5,SD
331,Heart Beats,niconico & VOCALOID,9+,9.8,SD
331,Heart Beats,niconico & VOCALOID,12,12.4,SD
337,鼓動,其他游戏,4,4.0,SD
337,鼓動,其他游戏,7+,7.7,SD
337,鼓動,其他游戏,10+,10.8,SD
337,鼓動,其他游戏,13,13.3,SD
339,DRAGONLADY,其他游戏,4,4.0,SD
339,DRAGONLADY,其他游戏,8,8.4,SD
339,DRAGONLADY,其他游戏,12+,12.8,SD
339,DRAGONLADY,其他游戏,13+,13.9,SD
341,二息歩行,niconico & VOCALOID,3,3.0,SD
341,二息歩行,niconico & VOCALOID,7+,7.6,SD
341,二息歩行,niconico & VOCALOID,10,10.1,SD
341,二息歩行,niconico & VOCALOID,13,13.3,SD
342,ファンタジーゾーン OPA-OPA! -GMT remix-,其他游戏,4,4.0,SD
342,ファンタジーゾーン OPA-OPA! -GMT remix-,其他游戏,7,7.4,SD
342,ファンタジーゾーン OPA-OPA! -GMT remix-,其他游戏,10+,10.8,SD
342,ファンタジーゾーン OPA-OPA! -GMT remix-,其他游戏,13,13.4,SD
343,電車で電車でGO!GO!GO!GC! -GMT remix-,其他游戏,5,5.0,SD
343,電車で電車でGO!GO!GO!GC! -GMT remix-,其他游戏,7+,7.6,SD
343,電車で電車でGO!GO!GO!GC! -GMT remix-,其他游戏,9,9.5,SD
343,電車で電車でGO!GO!GO!GC! -GMT remix-,其他游戏,12,12.5,SD
344,RIDGE RACER STEPS -GMT remix-,其他游戏,5,5.0,SD
344,RIDGE RACER STEPS -GMT remix-,其他游戏,8,8.0,SD
344,RIDGE RACER STEPS -GMT remix-,其他游戏,11+,11.8,SD
344,RIDGE RACER STEPS -GMT remix-,其他游戏,13,13.4,SD
345,リッジでリッジでGO!GO!GO! -GMT mashup-,其他游戏,4,4.0,SD
345,リッジでリッジでGO!GO!GO! -GMT mashup-,其他游戏,7+,7.6,SD
345,リッジでリッジでGO!GO!GO! -GMT mashup-,其他游戏,11+,11.8,SD
345,リッジでリッジでGO!GO!GO! -GMT mashup-,其他游戏,13+,13.6,SD
346,オパ! オパ! RACER -GMT mashup-,其他游戏,4,4.0,SD
346,オパ! オパ! RACER -GMT mashup-,其他游戏,7,7.1,SD
346,オパ! オパ! RACER -GMT mashup-,其他游戏,10+,10.8,SD
346,オパ! オパ! RACER -GMT mashup-,其他游戏,13+,13.7,SD
347,電車で電車でOPA!OPA!OPA! -GMT mashup-,其他游戏,4,4.0,SD
347,電車で電車でOPA!OPA!OPA! -GMT mashup-,其他游戏,7,7.3,SD
347,電車で電車でOPA!OPA!OPA! -GMT mashup-,其他游戏,11+,11.8,SD
347,電車で電車でOPA!OPA!OPA! -GMT mashup-,其他游戏,13+,13.8,SD
348,Axeria,舞萌,6,6.0,SD
348,Axeria,舞萌,8+,8.6,SD
348,Axeria,舞萌,12+,12.9,SD
348,Axeria,舞萌,14,14.5,SD
349,ピーマンたべたら,舞萌,5,5.0,SD
349,ピーマンたべたら,舞萌,7+,7.6,SD
349,ピーマンたべたら,舞萌,11,11.4,SD
349,ピーマンたべたら,舞萌,13+,13.7,SD
351,MIRROR of MAGIC,舞萌,5,5.0,SD
351,MIRROR of MAGIC,舞萌,7+,7.8,SD
351,MIRROR of MAGIC,舞萌,10+,10.7,SD
351,MIRROR of MAGIC,舞萌,13,13.2,SD
352,究極焼肉レストラン！お燐の地獄亭！,东方Project,6,6.0,SD
352,究極焼肉レストラン！お燐の地獄亭！,东方Project,7,7.3,SD
352,究極焼肉レストラン！お燐の地獄亭！,东方Project,10+,10.7,SD
352,究極焼肉レストラン！お燐の地獄亭！,东方Project,12+,12.7,SD
353,shake it!,niconico & VOCALOID,5,5.0,SD
353,shake it!,niconico & VOCALOID,7+,7.6,SD
353,shake it!,niconico & VOCALOID,9,9.0,SD
353,shake it!,niconico & VOCALOID,12,12.5,SD
359,YU-MU,东方Project,4,4.0,SD
359,YU-MU,东方Project,7,7.5,SD
359,YU-MU,东方Project,10+,10.8,SD
359,YU-MU,东方Project,13,13.2,SD
360,物凄い勢いでけーねが物凄いうた,东方Project,5,5.0,SD
